imc,maigreur_1_19_ans,maigreur_5_9_ans,vaccination_hepatite_b,vaccination_polio,vaccination_diphterie,cas_rougeole,id_sante
48.6,2.8,2.9,79.0,82.0,82.0,1356,987
48.1,2.8,3.0,64.0,66.0,78.0,6847,988
47.5,2.9,3.0,48.0,74.0,75.0,216,989
47.0,2.9,3.0,51.0,89.0,84.0,199,990
46.5,3.0,3.1,61.0,83.0,87.0,35,991
46.0,3.1,3.1,55.0,81.0,8.0,50,992
62.3,1.1,1.1,88.0,94.0,95.0,2464,993
61.9,1.1,1.1,88.0,94.0,95.0,443,994
61.4,1.1,1.1,88.0,94.0,95.0,1771,995
6.9,1.1,1.1,88.0,94.0,95.0,166,996
6.4,1.1,1.1,88.0,94.0,95.0,1607,997
59.9,1.1,1.1,88.0,94.0,95.0,780,998
59.5,1.1,1.1,88.0,95.0,96.0,574,999
59.0,1.1,1.1,87.0,95.0,96.0,917,1000
58.5,1.1,1.1,86.0,95.0,96.0,567,1001
58.0,1.1,1.1,87.0,94.0,96.0,2307,1002
57.6,1.1,1.1,9.0,95.0,96.0,778,1003
57.1,1.1,1.1,88.0,96.0,96.0,121,1004
56.6,1.1,1.1,9.0,96.0,97.0,779,1005
56.1,1.2,1.1,87.0,97.0,93.0,4657,1006
55.6,1.2,1.1,86.0,96.0,93.0,6024,1007
55.1,1.2,1.2,84.0,94.0,9.0,0,1008
28.6,6.2,6.1,88.0,88.0,88.0,23,1009
28.0,6.4,6.3,98.0,93.0,98.0,124,1010
27.3,6.6,6.4,9.0,91.0,9.0,319,1011
26.7,6.7,6.6,92.0,91.0,92.0,1613,1012
26.1,6.9,6.8,91.0,91.0,91.0,120,1013
25.5,7.1,7.0,94.0,94.0,94.0,641,1014
24.9,7.3,7.2,94.0,94.0,94.0,101,1015
24.2,7.5,7.4,93.0,92.0,93.0,82,1016
23.6,7.7,7.6,94.0,94.0,94.0,6,1017
23.0,7.9,7.9,84.0,84.0,84.0,420,1018
22.4,8.1,8.1,84.0,85.0,84.0,435,1019
21.8,8.4,8.3,8.0,81.0,8.0,60,1020
21.2,8.6,8.5,8.0,8.0,8.0,1939,1021
2.7,8.8,8.8,8.0,8.0,78.0,12289,1022
2.1,9.0,9.0,8.0,81.0,79.0,13476,1023
19.5,9.2,9.2,8.0,88.0,88.0,23068,1024
66.5,0.8,0.7,96.0,99.0,99.0,1,1025
66.0,0.8,0.7,96.0,99.0,99.0,1,1026
65.4,0.8,0.7,98.0,99.0,99.0,3,1027
64.9,0.8,0.7,98.0,99.0,99.0,3,1028
64.3,0.8,0.7,95.0,99.0,99.0,40,1029
63.7,0.8,0.7,95.0,99.0,99.0,149,1030
63.1,0.8,0.7,95.0,99.0,99.0,2,1031
62.4,0.8,0.7,95.0,99.0,99.0,1,1032
61.8,0.8,0.7,95.0,99.0,99.0,2,1033
61.2,0.8,0.7,94.0,98.0,98.0,0,1034
6.5,0.8,0.7,93.0,96.0,96.0,122,1035
59.9,0.8,0.8,92.0,95.0,95.0,1,1036
59.2,0.8,0.8,92.0,93.0,94.0,0,1037
58.6,0.8,0.8,91.0,92.0,92.0,5,1038
58.0,0.9,0.8,9.0,9.0,91.0,12,1039
57.4,0.9,0.8,89.0,89.0,89.0,56,1040
48.4,3.8,3.8,92.0,99.0,92.0,0,1041
47.4,3.8,3.8,97.0,81.0,97.0,0,1042
46.5,3.8,3.8,97.0,98.0,97.0,0,1043
45.6,3.8,3.8,97.0,98.0,97.0,0,1044
44.7,3.8,3.8,94.0,95.0,95.0,0,1045
43.9,3.8,3.8,97.0,94.0,97.0,0,1046
43.1,3.8,3.8,99.0,99.0,99.0,0,1047
42.4,3.8,3.9,99.0,99.0,99.0,0,1048
41.8,3.9,3.9,96.0,96.0,96.0,0,1049
41.1,3.9,3.9,91.0,91.0,91.0,0,1050
4.5,3.9,4.0,99.0,99.0,99.0,0,1051
39.9,4.0,4.0,83.0,84.0,83.0,0,1052
39.4,4.0,4.1,97.0,98.0,97.0,0,1053
38.8,4.1,4.1,98.0,98.0,98.0,0,1054
38.2,4.2,4.2,96.0,96.0,96.0,0,1055
37.7,4.3,4.2,96.0,97.0,97.0,0,1056
5.6,1.2,1.2,74.0,9.0,74.0,0,1057
49.9,1.2,1.2,73.0,65.0,73.0,0,1058
49.3,1.2,1.2,85.0,84.0,85.0,0,1059
48.6,1.2,1.2,96.0,94.0,96.0,0,1060
47.9,1.2,1.2,88.0,88.0,88.0,0,1061
47.2,1.3,1.3,94.0,94.0,94.0,0,1062
46.5,1.3,1.3,92.0,92.0,92.0,0,1063
45.9,1.3,1.3,95.0,96.0,95.0,0,1064
45.2,1.3,1.3,85.0,85.0,85.0,0,1065
44.5,1.4,1.4,89.0,9.0,89.0,0,1066
43.8,1.4,1.4,87.0,87.0,87.0,0,1067
43.1,1.4,1.4,87.0,88.0,87.0,0,1068
42.4,1.4,1.4,87.0,84.0,84.0,0,1069
41.7,1.5,1.5,87.0,82.0,82.0,0,1070
41.1,1.5,1.5,87.0,78.0,77.0,0,1071
4.4,1.6,1.6,87.0,8.0,81.0,0,1072
23.3,7.3,7.3,54.0,42.0,54.0,243,1073
22.7,7.5,7.4,51.0,42.0,51.0,175,1074
22.2,7.7,7.6,63.0,63.0,63.0,53,1075
21.7,7.8,7.8,62.0,63.0,62.0,6,1076
21.2,8.0,8.0,63.0,63.0,63.0,11,1077
2.8,8.2,8.2,64.0,62.0,64.0,45,1078
2.3,8.4,8.4,57.0,6.0,57.0,264,1079
19.8,8.6,8.6,57.0,59.0,6.0,89,1080
19.4,8.9,8.8,57.0,46.0,63.0,3,1081
19.0,9.1,9.1,57.0,53.0,57.0,4,1082
18.5,9.3,9.3,57.0,59.0,59.0,99,1083
18.1,9.5,9.5,57.0,65.0,6.0,10,1084
17.7,9.7,9.7,57.0,61.0,57.0,2497,1085
17.3,9.9,9.9,57.0,56.0,53.0,2151,1086
16.9,1.1,1.1,57.0,52.0,5.0,7408,1087
16.6,1.3,1.3,57.0,47.0,46.0,11294,1088
26.3,7.1,7.0,87.0,87.0,87.0,153,1089
25.6,7.3,7.1,87.0,87.0,87.0,1,1090
25.0,7.5,7.3,87.0,87.0,87.0,0,1091
24.3,7.7,7.5,87.0,87.0,87.0,0,1092
23.7,7.8,7.7,86.0,85.0,86.0,0,1093
23.1,8.0,7.9,83.0,82.0,83.0,26,1094
22.5,8.3,8.1,8.0,78.0,8.0,0,1095
21.9,8.5,8.4,8.0,77.0,77.0,12,1096
21.3,8.7,8.6,8.0,76.0,74.0,1,1097
2.7,8.9,8.8,8.0,74.0,71.0,0,1098
2.1,9.2,9.0,8.0,73.0,68.0,0,1099
19.6,9.4,9.3,8.0,69.0,64.0,3526,1100
19.0,9.6,9.5,8.0,65.0,6.0,1158,1101
18.5,9.8,9.7,8.0,61.0,57.0,298,1102
17.9,1.0,1.0,8.0,56.0,53.0,126,1103
17.4,1.2,1.2,8.0,52.0,49.0,0,1104
46.7,5.5,5.3,95.0,92.0,95.0,0,1105
45.9,5.5,5.3,98.0,97.0,98.0,0,1106
45.0,5.5,5.3,98.0,98.0,98.0,0,1107
44.1,5.6,5.3,97.0,97.0,97.0,0,1108
43.2,5.6,5.3,93.0,93.0,93.0,0,1109
42.4,5.6,5.3,95.0,95.0,95.0,0,1110
41.6,5.6,5.4,98.0,97.0,98.0,0,1111
4.9,5.6,5.4,93.0,93.0,93.0,0,1112
4.3,5.7,5.5,94.0,94.0,94.0,0,1113
39.6,5.7,5.5,93.0,92.0,93.0,0,1114
39.0,5.7,5.5,93.0,93.0,93.0,0,1115
38.4,5.8,5.6,91.0,91.0,91.0,0,1116
37.8,5.8,5.6,9.0,91.0,9.0,0,1117
37.1,5.9,5.7,91.0,93.0,91.0,0,1118
36.4,5.9,5.7,85.0,9.0,85.0,0,1119
35.7,5.9,5.8,85.0,79.0,88.0,0,1120
49.9,3.9,3.9,6.0,56.0,6.0,0,1121
48.8,3.9,3.9,48.0,55.0,48.0,0,1122
47.7,3.9,3.9,68.0,67.0,68.0,0,1123
46.5,3.9,3.9,68.0,67.0,67.0,0,1124
45.3,4.0,4.0,68.0,67.0,68.0,0,1125
44.2,4.0,4.0,68.0,66.0,66.0,0,1126
43.0,4.1,4.1,68.0,65.0,65.0,0,1127
41.8,4.2,4.2,68.0,64.0,63.0,0,1128
4.7,4.2,4.2,68.0,62.0,63.0,0,1129
39.6,4.3,4.3,68.0,61.0,6.0,0,1130
38.5,4.4,4.4,68.0,6.0,6.0,0,1131
37.5,4.5,4.5,68.0,58.0,55.0,0,1132
36.5,4.5,4.6,68.0,56.0,53.0,0,1133
35.6,4.6,4.7,68.0,54.0,48.0,0,1134
34.8,4.7,4.7,68.0,52.0,45.0,159,1135
34.0,4.8,4.8,68.0,5.0,41.0,992,1136
51.0,2.1,2.1,97.0,97.0,97.0,0,1137
5.2,2.1,2.1,97.0,97.0,97.0,0,1138
49.3,2.2,2.1,97.0,97.0,97.0,0,1139
48.4,2.2,2.1,97.0,97.0,97.0,0,1140
47.6,2.2,2.2,97.0,97.0,97.0,0,1141
46.8,2.3,2.2,97.0,97.0,97.0,0,1142
45.9,2.3,2.2,97.0,97.0,97.0,0,1143
45.1,2.3,2.3,92.0,93.0,93.0,0,1144
44.3,2.4,2.3,93.0,94.0,94.0,0,1145
43.5,2.4,2.4,94.0,94.0,95.0,0,1146
42.8,2.5,2.4,97.0,98.0,98.0,0,1147
42.0,2.6,2.5,93.0,94.0,94.0,0,1148
41.2,2.6,2.5,91.0,92.0,92.0,0,1149
4.4,2.7,2.6,94.0,95.0,95.0,0,1150
39.6,2.7,2.7,95.0,99.0,96.0,0,1151
38.8,2.8,2.7,93.0,88.0,94.0,0,1152
64.8,1.6,1.6,89.0,99.0,99.0,0,1153
64.2,1.7,1.6,89.0,99.0,99.0,0,1154
63.6,1.7,1.7,89.0,99.0,99.0,1,1155
63.0,1.7,1.7,89.0,99.0,99.0,2,1156
62.4,1.7,1.7,89.0,99.0,99.0,5,1157
61.7,1.8,1.8,89.0,99.0,99.0,0,1158
61.1,1.8,1.8,89.0,99.0,99.0,1,1159
6.5,1.9,1.9,89.0,99.0,99.0,0,1160
59.9,1.9,1.9,89.0,99.0,99.0,0,1161
59.3,2.0,2.0,89.0,99.0,99.0,1,1162
58.8,2.0,2.0,89.0,99.0,99.0,2,1163
58.2,2.1,2.1,89.0,99.0,99.0,0,1164
57.6,2.1,2.1,89.0,99.0,99.0,0,1165
57.1,2.2,2.2,89.0,98.0,99.0,0,1166
56.6,2.2,2.2,89.0,99.0,99.0,20,1167
56.1,2.3,2.3,89.0,99.0,99.0,1,1168
61.0,1.0,0.9,89.0,92.0,92.0,0,1169
6.6,1.0,0.9,89.0,9.0,9.0,0,1170
6.2,1.0,0.9,89.0,91.0,91.0,0,1171
59.7,1.0,0.9,89.0,89.0,89.0,0,1172
59.3,0.9,0.9,89.0,95.0,95.0,0,1173
58.9,0.9,0.9,89.0,96.0,96.0,0,1174
58.5,0.9,0.9,89.0,96.0,96.0,0,1175
58.1,0.9,0.9,89.0,98.0,98.0,0,1176
57.8,0.9,0.9,89.0,97.0,97.0,0,1177
57.4,0.9,0.9,89.0,97.0,97.0,0,1178
56.9,0.9,0.9,89.0,95.0,95.0,0,1179
56.5,1.0,0.9,89.0,99.0,99.0,0,1180
55.9,1.0,0.9,89.0,97.0,97.0,0,1181
55.4,1.0,0.9,89.0,95.0,95.0,0,1182
54.8,1.0,0.9,89.0,92.0,92.0,0,1183
54.2,1.0,0.9,89.0,98.0,98.0,0,1184
18.7,26.7,27.3,87.0,86.0,87.0,90387,1185
18.1,26.8,27.4,79.0,84.0,85.0,79563,1186
17.5,26.8,27.5,7.0,82.0,83.0,13822,1187
17.0,26.9,27.6,73.0,79.0,82.0,18668,1188
16.4,26.9,27.7,44.0,79.0,82.0,33634,1189
15.9,27.0,27.8,38.0,76.0,79.0,31458,1190
15.4,27.0,27.8,37.0,73.0,74.0,56188,1191
14.9,27.0,27.9,29.0,69.0,7.0,44258,1192
14.4,27.1,28.0,6.0,67.0,64.0,41144,1193
13.9,27.1,28.0,6.0,66.0,65.0,64185,1194
13.5,27.2,28.1,8.0,65.0,65.0,36711,1195
13.0,27.2,28.2,6.0,58.0,63.0,55443,1196
12.6,27.3,28.3,6.0,57.0,61.0,47147,1197
12.2,27.4,28.4,6.0,58.0,59.0,40044,1198
11.8,27.5,28.5,6.0,58.0,59.0,51780,1199
11.4,27.7,28.6,6.0,57.0,58.0,38835,1200
27.4,1.4,1.2,78.0,8.0,78.0,15099,1201
26.5,1.4,1.2,78.0,8.0,78.0,12943,1202
25.6,1.5,1.3,85.0,86.0,85.0,8419,1203
24.7,1.5,1.4,83.0,84.0,83.0,15489,1204
23.8,1.6,1.5,81.0,81.0,81.0,21893,1205
22.9,1.6,1.5,83.0,82.0,81.0,18869,1206
22.1,1.7,1.6,82.0,85.0,78.0,20818,1207
21.3,1.7,1.7,82.0,83.0,77.0,15369,1208
2.5,1.8,1.7,76.0,77.0,73.0,19456,1209
19.7,1.8,1.8,66.0,78.0,72.0,20422,1210
19.0,1.9,1.9,65.0,79.0,72.0,15853,1211
18.2,1.9,1.9,64.0,79.0,71.0,29171,1212
17.5,1.9,11.0,64.0,8.0,71.0,24457,1213
16.7,11.0,11.1,63.0,8.0,7.0,14492,1214
16.0,11.0,11.1,62.0,77.0,76.0,3825,1215
15.4,11.0,11.2,65.0,72.0,75.0,3344,1216
59.7,8.5,8.6,98.0,98.0,98.0,615,1217
58.5,8.3,8.4,99.0,99.0,99.0,99,1218
57.2,8.2,8.3,99.0,98.0,98.0,189,1219
56.0,8.0,8.2,98.0,99.0,99.0,332,1220
54.8,7.9,8.1,99.0,99.0,99.0,73,1221
53.6,7.8,8.0,99.0,99.0,99.0,538,1222
52.5,7.7,7.9,99.0,99.0,99.0,262,1223
51.4,7.6,7.8,99.0,99.0,99.0,127,1224
5.4,7.5,7.8,97.0,98.0,99.0,133,1225
49.4,7.4,7.7,98.0,99.0,98.0,220,1226
48.5,7.4,7.7,94.0,95.0,95.0,7,1227
47.6,7.4,7.7,95.0,98.0,99.0,3,1228
46.9,7.5,7.7,98.0,99.0,99.0,11644,1229
46.2,7.6,7.7,99.0,99.0,99.0,9554,1230
45.5,7.7,7.8,94.0,95.0,96.0,9582,1231
44.9,7.8,7.9,99.0,99.0,99.0,11874,1232
59.1,5.3,5.1,56.0,63.0,58.0,1433,1233
58.5,5.3,5.1,62.0,67.0,64.0,1317,1234
57.8,5.3,5.1,66.0,7.0,68.0,669,1235
57.2,5.3,5.1,61.0,7.0,69.0,15,1236
56.5,5.3,5.1,77.0,8.0,79.0,15,1237
55.8,5.3,5.1,72.0,74.0,74.0,492,1238
55.2,5.4,5.1,75.0,78.0,78.0,30328,1239
54.5,5.4,5.1,66.0,71.0,69.0,5494,1240
53.8,5.4,5.1,56.0,74.0,57.0,230,1241
53.2,5.4,5.1,59.0,63.0,59.0,474,1242
52.5,5.4,5.2,65.0,69.0,65.0,908,1243
51.9,5.4,5.2,62.0,69.0,74.0,9081,1244
51.3,5.5,5.2,63.0,73.0,75.0,0,1245
5.6,5.5,5.3,65.0,76.0,77.0,0,1246
5.1,5.6,5.3,66.0,8.0,78.0,4088,1247
49.5,5.6,5.4,67.0,83.0,8.0,726,1248
62.8,0.3,0.2,95.0,95.0,95.0,4,1249
62.1,0.3,0.2,95.0,96.0,96.0,33,1250
61.3,0.3,0.2,95.0,96.0,96.0,51,1251
6.5,0.3,0.2,95.0,95.0,95.0,107,1252
59.7,0.3,0.2,95.0,95.0,95.0,285,1253
58.9,0.3,0.2,46.0,94.0,94.0,443,1254
58.2,0.3,0.2,46.0,94.0,94.0,164,1255
57.4,0.3,0.2,46.0,93.0,93.0,57,1256
56.6,0.3,0.2,46.0,92.0,92.0,64,1257
55.8,0.3,0.2,46.0,91.0,91.0,87,1258
55.1,0.3,0.2,46.0,9.0,9.0,95,1259
54.4,0.3,0.2,46.0,89.0,89.0,334,1260
53.6,0.3,0.2,46.0,86.0,86.0,584,1261
52.9,0.3,0.3,46.0,83.0,83.0,243,1262
52.2,0.3,0.3,46.0,84.0,84.0,241,1263
51.5,0.3,0.3,46.0,86.0,86.0,0,1264
64.9,1.2,1.1,96.0,95.0,95.0,80,1265
64.6,1.2,1.1,97.0,95.0,95.0,6,1266
64.2,1.2,1.1,97.0,96.0,96.0,50,1267
63.8,1.2,1.1,97.0,94.0,94.0,211,1268
63.4,1.2,1.1,98.0,94.0,94.0,70,1269
63.0,1.2,1.1,97.0,95.0,95.0,23,1270
62.6,1.2,1.1,98.0,96.0,96.0,5,1271
62.1,1.1,1.1,99.0,94.0,94.0,931,1272
61.6,1.1,1.1,99.0,95.0,95.0,539,1273
61.1,1.1,1.1,96.0,94.0,95.0,9,1274
6.6,1.1,1.1,96.0,95.0,93.0,2,1275
6.1,1.1,1.1,99.0,95.0,95.0,116,1276
59.6,1.1,1.1,98.0,93.0,93.0,124,1277
59.2,1.1,1.1,98.0,91.0,9.0,2,1278
58.7,1.1,1.1,96.0,93.0,92.0,19,1279
58.3,1.1,1.1,98.0,93.0,93.0,36,1280
63.6,0.6,0.6,93.0,93.0,93.0,159,1281
63.1,0.6,0.6,95.0,95.0,95.0,0,1282
62.6,0.5,0.6,96.0,96.0,96.0,0,1283
62.1,0.5,0.6,96.0,96.0,97.0,376,1284
61.5,0.5,0.5,96.0,96.0,96.0,5189,1285
61.0,0.5,0.5,96.0,96.0,96.0,372,1286
6.5,0.5,0.5,96.0,96.0,96.0,351,1287
59.9,0.5,0.5,96.0,96.0,96.0,1617,1288
59.4,0.5,0.5,97.0,97.0,97.0,321,1289
58.8,0.5,0.5,96.0,97.0,96.0,439,1290
58.2,0.5,0.5,96.0,97.0,95.0,135,1291
57.6,0.5,0.5,96.0,97.0,94.0,599,1292
57.0,0.5,0.5,95.0,97.0,96.0,10982,1293
56.4,0.5,0.5,95.0,96.0,93.0,9385,1294
55.7,0.5,0.5,95.0,96.0,93.0,0,1295
55.0,0.5,0.5,94.0,97.0,87.0,1457,1296
54.2,1.8,1.7,91.0,91.0,91.0,0,1297
53.5,1.8,1.7,92.0,93.0,92.0,0,1298
52.7,1.8,1.7,93.0,86.0,93.0,0,1299
52.0,1.8,1.7,96.0,96.0,96.0,0,1300
51.2,1.8,1.7,92.0,93.0,92.0,1,1301
5.5,1.8,1.7,94.0,94.0,94.0,0,1302
49.7,1.9,1.7,9.0,9.0,9.0,0,1303
48.9,1.9,1.7,92.0,91.0,91.0,2,1304
48.1,1.9,1.7,92.0,94.0,92.0,0,1305
47.2,1.9,1.7,97.0,99.0,95.0,0,1306
46.3,1.9,1.7,99.0,99.0,99.0,0,1307
45.4,1.9,1.8,98.0,97.0,98.0,0,1308
44.5,1.9,1.8,36.0,99.0,96.0,0,1309
43.5,2.0,1.8,36.0,99.0,99.0,0,1310
42.5,2.0,1.8,36.0,99.0,99.0,0,1311
41.6,2.0,1.9,36.0,95.0,93.0,0,1312
29.0,2.1,1.8,89.0,99.0,96.0,35,1313
28.6,2.0,1.7,89.0,99.0,96.0,462,1314
28.2,2.0,1.7,89.0,99.0,96.0,229,1315
27.8,1.9,1.7,89.0,99.0,97.0,228,1316
27.4,1.9,1.6,89.0,96.0,97.0,434,1317
26.9,1.9,1.6,89.0,98.0,97.0,450,1318
26.4,1.8,1.6,89.0,99.0,97.0,741,1319
25.9,1.8,1.5,89.0,98.0,98.0,11015,1320
25.4,1.8,1.5,89.0,97.0,98.0,0,1321
24.9,1.7,1.5,89.0,95.0,98.0,520,1322
24.4,1.7,1.5,89.0,95.0,98.0,0,1323
23.8,1.7,1.4,89.0,97.0,99.0,8752,1324
23.4,1.7,1.4,89.0,97.0,97.0,8286,1325
22.9,1.7,1.4,89.0,89.0,96.0,33812,1326
22.5,1.7,1.4,89.0,81.0,95.0,22552,1327
22.2,1.6,1.4,89.0,98.0,85.0,22497,1328
65.6,4.0,4.0,99.0,99.0,99.0,0,1329
64.8,3.9,3.9,98.0,98.0,98.0,20,1330
64.0,3.9,3.9,98.0,98.0,98.0,120,1331
63.2,3.9,3.9,98.0,98.0,98.0,3,1332
62.4,3.8,3.9,98.0,98.0,98.0,0,1333
61.7,3.8,3.8,98.0,98.0,98.0,0,1334
6.9,3.8,3.8,98.0,98.0,98.0,0,1335
6.1,3.8,3.8,97.0,98.0,97.0,2,1336
59.3,3.8,3.8,98.0,98.0,98.0,41,1337
58.6,3.9,3.8,98.0,98.0,98.0,1,1338
57.8,3.9,3.8,95.0,95.0,95.0,28,1339
57.0,3.9,3.8,95.0,95.0,95.0,21,1340
56.3,3.9,3.9,97.0,97.0,97.0,76,1341
55.5,3.9,3.9,95.0,95.0,95.0,19,1342
54.8,4.0,3.9,97.0,97.0,99.0,61,1343
54.0,4.0,4.0,93.0,94.0,91.0,32,1344
53.1,2.4,2.5,98.0,98.0,98.0,526,1345
52.3,2.4,2.5,95.0,95.0,95.0,321,1346
51.4,2.4,2.5,99.0,98.0,98.0,73,1347
5.6,2.4,2.5,95.0,98.0,99.0,55,1348
49.9,2.3,2.5,99.0,99.0,99.0,127,1349
49.2,2.3,2.5,99.0,98.0,99.0,4,1350
48.5,2.3,2.5,99.0,99.0,98.0,0,1351
47.9,2.4,2.5,99.0,99.0,99.0,20,1352
47.3,2.4,2.5,94.0,94.0,93.0,13,1353
46.8,2.4,2.5,99.0,99.0,99.0,109,1354
46.3,2.4,2.5,94.0,99.0,98.0,16118,1355
45.8,2.5,2.6,99.0,99.0,82.0,2204,1356
45.3,2.5,2.6,99.0,99.0,99.0,24,1357
44.8,2.6,2.6,95.0,95.0,95.0,18,1358
44.4,2.6,2.7,95.0,95.0,95.0,94,1359
43.9,2.7,2.7,99.0,96.0,97.0,245,1360
22.0,7.8,7.6,89.0,83.0,89.0,95,1361
21.3,7.8,7.7,92.0,93.0,92.0,354,1362
2.7,7.9,7.7,93.0,94.0,87.0,190,1363
2.1,8.0,7.8,94.0,94.0,94.0,0,1364
19.5,8.1,7.9,96.0,97.0,96.0,2395,1365
18.9,8.2,8.0,9.0,9.0,9.0,95,1366
18.4,8.2,8.1,88.0,89.0,88.0,1218,1367
17.9,8.3,8.2,88.0,88.0,88.0,1282,1368
17.3,8.4,8.3,81.0,76.0,81.0,1516,1369
16.9,8.5,8.4,8.0,77.0,8.0,1847,1370
16.4,8.6,8.5,76.0,7.0,76.0,153,1371
15.9,8.7,8.6,73.0,73.0,73.0,20,1372
15.5,8.8,8.8,73.0,75.0,73.0,65,1373
15.1,8.9,8.9,84.0,83.0,84.0,766,1374
14.7,9.0,9.0,84.0,77.0,8.0,11304,1375
14.4,9.2,9.1,84.0,8.0,82.0,21002,1376
77.6,0.1,0.1,82.0,8.0,78.0,0,1377
77.1,0.1,0.1,75.0,79.0,75.0,0,1378
76.7,0.1,0.1,95.0,91.0,95.0,0,1379
76.2,0.1,0.1,94.0,92.0,94.0,0,1380
75.7,0.1,0.1,95.0,95.0,99.0,0,1381
75.2,0.1,0.1,91.0,95.0,91.0,0,1382
74.6,0.1,0.1,86.0,84.0,86.0,0,1383
74.1,0.2,0.1,83.0,74.0,82.0,0,1384
73.4,0.2,0.1,96.0,93.0,94.0,0,1385
72.8,0.2,0.1,88.0,86.0,86.0,0,1386
72.1,0.2,0.2,5.0,74.0,79.0,0,1387
71.4,0.2,0.2,67.0,61.0,62.0,0,1388
7.6,0.2,0.2,73.0,79.0,7.0,0,1389
69.7,0.2,0.2,79.0,96.0,77.0,0,1390
68.8,0.2,0.2,85.0,88.0,85.0,0,1391
67.9,0.2,0.2,9.0,9.0,9.0,0,1392
71.4,3.5,3.4,99.0,99.0,99.0,18,1393
7.8,3.4,3.4,96.0,94.0,95.0,55,1394
7.2,3.4,3.3,99.0,99.0,99.0,62,1395
69.5,3.4,3.3,98.0,98.0,98.0,27,1396
69.0,3.3,3.2,99.0,99.0,99.0,32,1397
68.4,3.3,3.2,99.0,98.0,98.0,13,1398
67.9,3.3,3.2,99.0,99.0,99.0,0,1399
67.5,3.3,3.1,99.0,99.0,99.0,0,1400
67.1,3.2,3.1,99.0,99.0,99.0,0,1401
66.7,3.2,3.1,99.0,99.0,99.0,0,1402
66.3,3.2,3.1,99.0,99.0,99.0,10,1403
65.9,3.2,3.0,94.0,98.0,98.0,23,1404
65.5,3.2,3.0,99.0,99.0,99.0,0,1405
65.0,3.2,3.0,99.0,99.0,99.0,0,1406
64.5,3.2,3.0,99.0,99.0,99.0,0,1407
64.0,3.2,3.1,95.0,94.0,98.0,6,1408
44.9,3.3,3.4,97.0,97.0,97.0,17779,1409
43.9,3.3,3.4,96.0,95.0,96.0,318,1410
43.0,3.3,3.3,97.0,97.0,97.0,1,1411
42.2,3.2,3.3,96.0,94.0,96.0,0,1412
41.4,3.2,3.3,96.0,94.0,96.0,222,1413
4.7,3.2,3.3,96.0,88.0,96.0,0,1414
4.1,3.3,3.4,96.0,96.0,95.0,1,1415
39.5,3.3,3.4,97.0,95.0,95.0,16,1416
39.0,3.3,3.4,94.0,94.0,94.0,40,1417
38.5,3.3,3.4,9.0,93.0,92.0,27,1418
38.0,3.4,3.4,97.0,98.0,98.0,53,1419
37.5,3.4,3.4,99.0,98.0,99.0,8,1420
37.0,3.5,3.5,99.0,98.0,98.0,6,1421
36.5,3.5,3.5,99.0,99.0,98.0,2,1422
36.0,3.6,3.6,57.0,99.0,99.0,17,1423
35.6,3.6,3.6,44.0,99.0,99.0,16,1424
21.7,8.8,8.9,89.0,89.0,89.0,56,1425
2.9,8.9,9.0,88.0,88.0,88.0,339,1426
2.1,9.0,9.1,87.0,86.0,87.0,71,1427
19.4,9.1,9.2,79.0,78.0,79.0,32,1428
18.7,9.2,9.4,78.0,79.0,78.0,113,1429
18.0,9.3,9.5,74.0,76.0,74.0,153,1430
17.3,9.4,9.6,67.0,67.0,67.0,78,1431
16.7,9.6,9.7,61.0,6.0,61.0,174,1432
16.1,9.7,9.8,5.0,46.0,5.0,1678,1433
15.5,9.9,9.9,57.0,56.0,57.0,58,1434
14.9,1.0,1.1,49.0,5.0,49.0,295,1435
14.4,1.1,1.2,45.0,46.0,45.0,1491,1436
13.8,1.2,1.3,5.0,52.0,49.0,1810,1437
13.3,1.3,1.4,5.0,55.0,53.0,2070,1438
12.7,1.4,1.5,5.0,55.0,52.0,94,1439
12.3,1.5,1.5,5.0,57.0,51.0,332,1440
61.2,2.2,2.1,94.0,95.0,95.0,0,1441
6.7,2.2,2.2,92.0,92.0,92.0,36,1442
6.2,2.2,2.2,94.0,94.0,94.0,0,1443
59.8,2.2,2.2,9.0,91.0,91.0,3,1444
59.4,2.2,2.3,89.0,92.0,92.0,1,1445
58.9,2.2,2.3,91.0,92.0,92.0,0,1446
58.5,2.3,2.3,92.0,94.0,94.0,0,1447
58.1,2.3,2.4,93.0,94.0,94.0,3,1448
57.7,2.4,2.4,91.0,94.0,94.0,0,1449
57.4,2.4,2.5,94.0,96.0,96.0,7,1450
57.0,2.5,2.5,99.0,99.0,99.0,2,1451
56.6,2.5,2.6,98.0,99.0,99.0,0,1452
56.3,2.6,2.6,98.0,98.0,98.0,0,1453
56.0,2.7,2.7,98.0,98.0,97.0,0,1454
55.7,2.8,2.8,96.0,97.0,97.0,1,1455
55.4,2.8,2.8,95.0,96.0,96.0,0,1456
66.1,4.9,4.9,81.0,75.0,81.0,39,1457
65.4,4.8,4.9,81.0,75.0,81.0,112,1458
64.9,4.8,4.8,81.0,75.0,81.0,1761,1459
64.4,4.8,4.8,81.0,75.0,81.0,9,1460
64.0,4.7,4.7,81.0,75.0,81.0,9,1461
63.5,4.7,4.7,81.0,75.0,81.0,12,1462
63.0,4.7,4.7,81.0,75.0,81.0,22,1463
