indice_revenu,annees_scolarisation,consommation_alcool,depenses_sante_pourcentage,pib_habitant,id_socio
0.636,10.3,7.64,4.141293345,43.82321,1090
0.633,10.3,7.56,345.9044258,3944.178173,1091
0.63,10.6,7.57,497.4719464,3785.935665,1092
0.624,10.3,7.56,536.2332523,3439.597513,1093
0.618,10.2,7.52,48.02859441,326.281212,1094
0.618,10.5,7.49,466.6693698,2716.35256,1095
0.618,10.7,7.32,493.3279293,2576.124957,1096
0.62,11.2,7.2,362.8702271,2327.58324,1097
0.622,11.7,7.04,170.6325842,1945.6395,1098
0.619,11.4,7.35,17.46405901,198.455216,1099
0.613,11.2,7.84,1.776181042,145.58861,1100
0.611,11.1,7.93,16.47949015,986.7958173,1101
0.609,11.0,7.73,10.9363388,96.8674827,1102
0.606,10.9,6.71,15.54978677,925.582546,1103
0.602,10.9,6.63,16.75480888,946.599372,1104
0.49,9.1,3.755,0.0,814.5463952,1105
0.487,9.1,0.01,5.103249438,83.1148117,1106
0.483,9.1,5.68,4.989712322,81.265673,1107
0.477,8.9,5.68,26.37942542,766.8437623,1108
0.47,8.7,5.68,4.106484317,74.9358452,1109
0.47,8.6,5.76,36.2929176,662.2795182,1110
0.466,8.5,5.85,41.30079452,668.297646,1111
0.462,8.4,5.95,63.83195683,674.7564147,1112
0.458,8.4,6.08,56.77858733,615.8198192,1113
0.455,8.3,6.18,6.995556386,55.47626,1114
0.452,8.2,5.57,38.10904264,465.311876,1115
0.45,8.1,6.1,64.39853344,387.9429725,1116
0.447,8.1,6.64,44.25687135,329.782946,1117
0.444,8.0,6.1,50.28558223,393.16327,1118
0.443,7.9,6.22,60.77815868,413.7383164,1119
0.439,7.8,4.79,74.46033036,462.486524,1120
0.623,11.2,3.755,0.0,2326.15856,1121
0.618,11.4,2.87,345.3776344,2242.711912,1122
0.614,11.6,3.11,311.7553193,2136.77395,1123
0.614,11.6,3.11,363.5721644,2178.38325,1124
0.611,11.7,3.1,32.16407994,212.584798,1125
0.606,11.5,3.1,302.1057507,1932.85829,1126
0.603,11.3,3.08,286.1211446,1815.489496,1127
0.597,11.1,3.14,231.9112915,1751.595857,1128
0.59,10.9,3.16,222.4823338,1592.572182,1129
0.583,10.8,3.23,192.9297829,1437.628785,1130
0.577,10.6,3.23,203.7134882,1311.741714,1131
0.571,10.4,3.02,188.2499208,1217.657961,1132
0.566,10.3,3.04,194.4335736,1157.3427,1133
0.561,10.1,3.09,154.8636161,1132.8721,1134
0.557,9.9,2.74,15.36175284,113.4546,1135
0.551,9.8,2.61,28.80831098,188.783165,1136
0.834,15.6,3.755,0.0,12365.6263,1137
0.834,15.8,0.01,160.9449342,14117.97668,1138
0.824,15.4,10.88,155.1952076,13613.6147,1139
0.823,15.4,11.27,164.2793407,12834.32349,1140
0.821,15.4,11.51,17.82121883,1448.87958,1141
0.817,15.3,10.78,19.22023996,1325.53379,1142
0.816,15.3,11.46,1281.155944,12967.16543,1143
0.812,15.3,11.64,181.7634078,15669.25929,1144
0.809,15.3,12.55,163.3433278,13842.6549,1145
0.802,15.2,13.16,1299.459306,11398.76584,1146
0.795,15.0,12.94,1317.08348,11161.72441,1147
0.793,15.3,13.28,146.8608016,1259.5266,1148
0.784,14.9,13.24,1030.220271,8396.25323,1149
0.775,14.6,13.29,8.98619805,665.6443,1150
0.769,14.2,13.18,7.601092416,527.85364,1151
0.761,13.9,12.22,75.36251406,4623.46712,1152
0.919,19.0,3.755,0.0,5734.4436,1153
0.915,19.0,7.45,8254.020763,52473.11356,1154
0.907,19.0,7.31,764.5440691,4781.3888,1155
0.901,18.7,7.81,6818.546407,44333.8518,1156
0.894,18.6,8.13,7.0480925,46.217,1157
0.894,18.4,8.25,6005.575763,41676.44527,1158
0.894,18.4,10.22,687.5776358,4461.89251,1159
0.892,18.2,8.49,7613.814999,55575.29196,1160
0.887,18.2,7.53,12042.97366,68348.31817,1161
0.884,18.1,7.2,1003.139804,5613.54115,1162
0.879,17.9,7.05,10631.20379,56249.7555,1163
0.873,18.3,6.79,8506.101443,46917.27216,1164
0.866,17.6,6.61,725.4853161,3944.999,1165
0.859,17.2,6.61,5948.096777,31996.2172,1166
0.854,17.1,6.37,5048.274426,28585.9254,1167
0.847,16.8,6.17,5809.12199,31813.37344,1168
0.615,11.6,3.755,0.0,1613.18878,1169
0.607,11.6,3.07,86.52153895,1573.11889,1170
0.599,11.5,3.11,67.67230438,1452.195373,1171
0.59,11.3,3.1,64.96964491,1446.98541,1172
0.58,10.8,3.0,64.6059005,1461.671957,1173
0.569,10.4,2.77,57.73359864,1345.77153,1174
0.563,10.5,2.5,0.844186331,19.317765,1175
0.556,10.2,1.93,43.03043312,991.484634,1176
0.546,9.9,1.59,5.234770324,118.166373,1177
0.536,9.7,1.37,34.85942671,792.259698,1178
0.526,9.4,1.27,3.5096369,77.819,1179
0.518,9.2,1.2,27.33800857,621.3183767,1180
0.505,8.6,1.19,19.4808682,541.1352279,1181
0.499,8.4,1.1,17.81205644,466.2842,1182
0.494,8.3,1.0,19.00340606,447.138966,1183
0.489,8.3,0.93,19.26615743,438.864634,1184
0.686,12.9,3.755,0.0,3336.16686,1185
0.682,12.9,0.09,200.0684443,3491.595887,1186
0.677,12.9,0.09,22.8478308,362.663981,1187
0.669,12.6,0.08,254.4688257,3687.953996,1188
0.662,12.3,0.08,211.8783404,3634.27685,1189
0.656,12.1,0.08,190.5453646,3113.48635,1190
0.645,11.7,0.08,125.7980678,2254.44566,1191
0.641,11.7,0.07,10.26341108,216.52766,1192
0.638,11.0,0.06,102.633435,1855.93915,1193
0.632,10.9,0.06,72.0159316,1586.254,1194
0.629,11.1,0.06,5.381782562,126.928834,1195
0.624,11.0,0.06,55.36107207,1148.56996,1196
0.613,10.8,0.05,8.460155758,164.59447,1197
0.608,10.6,0.05,43.17867291,899.5556857,1198
0.604,10.6,0.06,33.95837125,747.9817455,1199
0.597,10.7,0.06,3.43334364,78.92744,1200
0.774,14.8,3.755,0.0,1693.4531885,1201
0.77,14.9,0.01,0.0,1693.4531885,1202
0.769,15.0,0.01,0.0,1693.4531885,1203
0.755,13.6,0.01,0.0,1693.4531885,1204
0.745,13.1,0.03,0.0,1693.4531885,1205
0.735,12.9,0.03,0.0,1693.4531885,1206
0.728,12.8,0.03,0.0,1693.4531885,1207
0.716,12.1,0.02,0.0,1693.4531885,1208
0.704,11.8,0.02,0.0,1693.4531885,1209
0.692,11.4,0.02,0.0,1693.4531885,1210
0.687,11.4,0.01,0.0,1693.4531885,1211
0.686,11.8,0.01,0.0,1693.4531885,1212
0.679,11.8,0.01,0.0,1693.4531885,1213
0.674,11.9,0.01,0.0,1693.4531885,1214
0.666,11.6,0.01,0.0,1693.4531885,1215
0.66,11.6,0.01,0.0,1693.4531885,1216
0.649,10.1,3.755,0.0,4974.2693,1217
0.658,10.1,0.01,43.5240801,673.74737,1218
0.659,10.3,0.01,447.3695001,6925.22446,1219
0.656,10.5,0.01,429.6625083,6651.12242,1220
0.649,10.4,0.17,285.119726,5854.614497,1221
0.646,10.4,0.19,21.82252494,452.74948,1222
0.643,10.3,0.2,185.6366983,3735.144836,1223
0.638,10.3,0.17,192.1562998,4521.3247,1224
0.636,10.2,0.14,146.7606488,3129.224922,1225
0.631,10.2,0.03,75.25799773,2351.812429,1226
0.628,10.1,0.18,59.18845152,1849.63911,1227
0.603,9.8,0.32,44.12059646,1391.816923,1228
0.616,9.4,0.07,0.0,1391.816923,1229
0.614,9.1,0.15,0.0,1391.816923,1230
0.607,8.7,0.17,0.0,1391.816923,1231
0.603,8.6,0.2,0.0,1391.816923,1232
0.92,18.6,3.755,0.0,6664.144,1233
0.91,18.6,10.75,746.3670453,5553.32623,1234
0.902,18.6,10.49,703.5527332,5234.76736,1235
0.895,18.5,11.49,6616.695125,49231.36254,1236
0.909,18.5,11.72,6386.95437,52567.52568,1237
0.907,18.2,11.88,4509.234803,48538.58776,1238
0.909,17.9,11.41,7620.823456,51983.78892,1239
0.908,17.9,12.66,9528.230574,61235.415,1240
0.902,17.6,13.59,9797.552661,61388.17457,1241
0.896,17.6,13.44,9126.931178,54326.9713,1242
0.889,17.5,13.31,973.681333,5886.82789,1243
0.88,17.1,13.32,8040.220444,47631.6377,1244
0.87,16.8,13.24,675.2134725,4117.15532,1245
0.862,16.5,14.17,5092.383814,32539.1937,1246
0.857,16.4,14.27,4264.579203,28223.55528,1247
0.848,16.2,14.07,3794.581463,26241.91883,1248
0.898,16.0,3.755,0.0,35729.37253,1249
0.895,16.0,2.62,4348.33531,37582.84624,1250
0.891,15.9,2.69,4279.895512,36393.66932,1251
0.889,15.9,2.78,3830.184587,32569.59683,1252
0.883,15.8,2.67,3793.161624,33657.15727,1253
0.878,15.7,2.63,409.4109292,3661.994,1254
0.876,15.6,2.55,508.6645438,27795.87671,1255
0.877,15.8,2.47,471.5533294,29657.4421,1256
0.872,15.7,2.33,4.3451016,258.637,1257
0.87,15.7,2.23,33.58620657,2195.1769,1258
0.866,15.8,2.41,250.9343317,2611.17931,1259
0.863,15.9,2.23,1895.342792,19888.172,1260
0.863,16.0,2.32,1731.755747,18946.99942,1261
0.855,15.3,2.47,1701.195787,18431.15696,1262
0.85,15.1,2.53,22.27332618,236.19646,1263
0.845,15.2,2.53,199.9341033,2152.1432,1264
0.881,16.3,3.755,0.0,349.14755,1265
0.877,16.3,7.56,4831.644796,35396.66517,1266
0.876,16.5,7.35,483.1916844,3537.27441,1267
0.877,16.6,7.49,4793.904924,34814.12436,1268
0.872,16.4,6.98,5439.691769,38334.68477,1269
0.869,16.4,6.95,5219.668802,35849.37364,1270
0.868,16.3,7.25,5243.316638,36976.84512,1271
0.866,16.3,7.96,66.37840495,464.18465,1272
0.862,16.1,8.37,5228.821581,37698.78573,1273
0.856,16.0,8.44,473.1915451,3341.7482,1274
0.851,15.8,8.65,4506.255963,31959.26215,1275
0.846,15.6,8.98,4270.914882,31174.56118,1276
0.841,15.4,9.3,3519.258515,27387.2258,1277
0.836,15.2,9.25,2883.334911,22196.5736,1278
0.828,14.9,9.69,3.1222302,24.819,1279
0.823,14.8,9.78,31.50582204,251.2426,1280
0.729,12.8,3.755,0.0,4965.989857,1281
0.727,12.8,3.83,427.3054534,4855.743789,1282
0.727,12.8,3.79,5.457289334,56.144952,1283
0.725,12.8,3.65,37.17108782,521.33363,1284
0.722,12.8,3.58,33.17529686,513.549487,1285
0.721,12.7,3.55,396.6270975,4682.728424,1286
0.721,12.7,3.33,235.7067417,4293.383274,1287
0.718,12.6,3.51,31.76575838,492.492378,1288
0.714,12.5,3.64,25.62349238,462.517913,1289
0.709,12.5,3.63,194.092569,4313.1682,1290
0.706,12.4,3.59,16.97511622,482.24762,1291
0.689,11.1,3.67,192.3226305,3719.97351,1292
0.694,11.9,3.48,155.5884677,3465.221998,1293
0.69,11.7,3.76,211.1143318,3596.496282,1294
0.68,10.9,3.89,160.2382416,3394.878,1295
0.682,11.4,3.46,24.82762854,336.8742,1296
0.902,15.3,3.755,0.0,34474.13736,1297
0.899,15.3,0.01,88.83362243,3896.21151,1298
0.894,15.3,7.55,94.43428615,4454.44746,1299
0.889,15.3,7.39,121.5869163,4863.47665,1300
0.884,15.1,7.39,9498.729062,48167.99727,1301
0.879,15.1,6.9,863.0061491,4457.67639,1302
0.881,15.0,7.09,899.1785285,4855.17564,1303
0.88,15.0,7.11,7313.175418,39339.29757,1304
0.877,15.0,7.29,6599.995239,35275.22843,1305
0.873,14.9,7.49,6502.136974,35433.98896,1306
0.87,14.9,7.99,6799.664423,37217.64873,1307
0.866,14.8,7.7,6746.281299,37688.72234,1308
0.863,14.8,7.83,578.7254273,3488.3992,1309
0.86,14.7,7.87,5250.249188,32289.3554,1310
0.856,14.6,8.03,5486.51208,33846.46564,1311
0.852,14.5,7.97,5926.296654,38532.488,1312
0.741,13.1,3.755,0.0,496.99275,1313
0.737,13.1,0.41,63.8784522,466.94775,1314
0.737,13.1,0.4,546.6235156,3992.86717,1315
0.735,12.9,0.41,67.70171064,387.753211,1316
0.737,13.1,0.43,68.86623298,387.324145,1317
0.739,13.2,0.51,715.9709092,3679.19275,1318
0.742,13.6,0.59,668.7447334,3492.1396,1319
0.739,13.6,0.61,535.2786404,3385.69665,1320
0.736,13.6,0.6,373.2628643,2762.86354,1321
0.733,13.7,0.59,313.3626015,2537.349,1322
0.73,13.8,0.55,27.44252286,223.83787,1323
0.723,13.5,0.54,32.52523612,261.456882,1324
0.717,13.2,0.54,228.7838108,1889.213962,1325
0.712,13.0,0.54,259.1572375,1812.288374,1326
0.706,12.7,0.55,248.697463,1728.2659,1327
0.7,12.6,0.49,227.296617,1657.889256,1328
0.793,15.0,3.755,0.0,159.9817,1329
0.789,15.0,6.29,24.44473709,1286.56511,1330
0.782,15.0,6.48,26.4072659,1389.8561,1331
0.774,14.7,6.82,235.3566066,12387.18982,1332
0.766,14.4,6.63,179.170133,11634.42422,1333
0.763,14.5,6.83,11.1516268,97.649972,1334
0.758,14.6,6.64,808.243302,7165.2775,1335
0.758,14.6,7.6,708.3285785,8513.564645,1336
0.754,14.7,7.44,499.730412,6771.414797,1337
0.747,14.3,7.08,76.19868936,5291.57565,1338
0.737,13.9,6.94,351.8603267,3771.278957,1339
0.725,13.5,6.55,33.91660183,2874.288291,1340
0.714,13.1,6.58,23.43400762,268.123657,1341
0.7,12.7,5.99,145.1022528,1658.31146,1342
0.685,12.3,5.75,12.60883976,149.926751,1343
0.676,12.1,6.0,112.541157,1229.958,1344
0.55,11.1,3.755,0.0,1349.97144,1345
0.546,11.1,0.01,170.9626624,1335.6458,1346
0.541,11.1,1.84,165.9304977,1229.114798,1347
0.536,11.1,1.81,154.2269697,1155.2582,1348
0.53,11.1,1.8,109.7051836,987.4453967,1349
0.523,11.1,1.73,56.58984221,967.34773,1350
0.514,10.7,1.86,7.146851404,92.816252,1351
0.506,10.4,1.71,60.5153506,916.8992515,1352
0.494,10.1,1.97,59.83361364,839.181117,1353
0.483,9.7,1.76,52.60385429,697.66385,1354
0.474,9.6,1.82,39.55677502,519.7999346,1355
0.461,8.9,1.43,36.29775249,458.8843551,1356
0.45,8.2,1.49,35.85204668,436.6875357,1357
0.451,8.5,1.66,32.73674134,395.8493511,1358
0.447,8.4,1.63,3.847602867,41.7763612,1359
0.448,8.4,1.51,0.681685555,43.9797132,1360
0.586,11.9,3.755,0.0,1424.483611,1361
0.597,11.9,0.01,97.87193319,1684.54274,1362
0.589,11.9,0.01,137.2591943,1724.361737,1363
0.581,11.9,0.01,147.4549755,1763.815497,1364
0.585,11.9,0.53,30.46703899,1692.613277,1365
0.584,11.9,0.48,18.21661422,1493.1651,1366
0.576,11.9,0.54,162.2903711,1297.285141,1367
0.572,11.6,0.46,167.6201552,1413.3234,1368
0.574,11.8,0.68,188.7108773,1357.632211,1369
0.576,12.1,0.76,18.19457876,1151.555618,1370
0.0,12.2,0.6,111.7392134,1214.556667,1371
0.0,12.4,0.48,10.6242741,113.6286,1372
0.0,11.6,0.5,1.76541345,115.3865,1373
0.0,11.7,0.49,70.75572222,826.58554,1374
0.0,10.4,0.6,59.97185848,734.9492461,1375
0.0,10.0,0.46,11.07543331,796.7937634,1376
0.799,13.3,3.755,0.0,28975.418,1377
0.787,13.0,0.01,2480.896965,42996.4812,1378
0.796,13.1,0.01,2792.677582,48399.9581,1379
0.794,13.2,0.01,2957.973963,51264.7134,1380
0.792,13.4,0.02,2785.097712,48268.5912,1381
0.79,13.5,0.01,2009.575605,38497.61696,1382
0.788,13.6,0.1,3001.628237,37567.3121,1383
0.787,13.8,0.03,2078.392748,55571.9986,1384
0.787,13.9,0.03,2555.303869,45793.97614,1385
0.787,14.1,0.01,2443.444275,42717.55725,1386
0.789,14.2,0.01,239.5751391,3549.26132,1387
0.791,14.4,0.02,1731.073528,26921.8278,1388
0.788,14.1,0.03,159.0098727,2271.56961,1389
0.785,13.9,0.01,1209.680547,17789.41981,1390
0.786,14.0,0.01,113.1997845,1654.96761,1391
0.786,14.1,0.01,959.925862,18389.38433,1392
0.662,13.0,3.755,0.0,1693.4531885,1393
0.656,12.8,0.01,0.0,1693.4531885,1394
0.647,12.5,0.01,0.0,1693.4531885,1395
0.638,12.3,0.01,0.0,1693.4531885,1396
0.632,12.1,3.28,0.0,1693.4531885,1397
0.631,12.2,2.73,0.0,1693.4531885,1398
0.629,12.4,2.39,0.0,1693.4531885,1399
0.624,12.6,2.53,0.0,1693.4531885,1400
0.618,12.6,2.77,0.0,1693.4531885,1401
0.613,12.5,2.48,0.0,1693.4531885,1402
0.612,12.4,2.81,0.0,1693.4531885,1403
0.609,12.5,3.41,0.0,1693.4531885,1404
0.602,12.2,3.52,0.0,1693.4531885,1405
0.601,12.1,3.31,0.0,1693.4531885,1406
0.593,11.8,2.62,0.0,1693.4531885,1407
0.586,11.4,2.13,0.0,1693.4531885,1408
0.582,10.8,3.755,0.0,1693.4531885,1409
0.573,10.6,0.01,0.0,1693.4531885,1410
0.563,10.4,0.01,0.0,1693.4531885,1411
0.554,10.2,0.01,0.0,1693.4531885,1412
0.542,9.9,5.39,0.0,1693.4531885,1413
0.535,9.6,5.95,0.0,1693.4531885,1414
0.525,9.4,5.18,0.0,1693.4531885,1415
0.518,9.2,5.1,0.0,1693.4531885,1416
0.509,9.0,5.0,0.0,1693.4531885,1417
0.503,9.0,3.69,0.0,1693.4531885,1418
0.494,8.7,3.68,0.0,1693.4531885,1419
0.485,8.6,3.53,0.0,1693.4531885,1420
0.477,8.3,3.41,0.0,1693.4531885,1421
0.468,8.0,3.33,0.0,1693.4531885,1422
0.463,8.0,3.13,0.0,1693.4531885,1423
0.459,8.0,5.16,0.0,1693.4531885,1424
0.828,16.0,3.755,0.0,13666.58336,1425
0.822,16.0,0.01,1542.635979,15725.1374,1426
0.814,15.4,10.37,150.3116884,1532.22924,1427
0.812,15.5,10.21,1356.022164,13822.8559,1428
0.81,15.8,10.14,24.70841046,1372.68947,1429
0.815,16.0,9.8,1109.969508,11326.21947,1430
0.821,16.4,9.85,1137.6237,12219.37379,1431
0.819,16.3,11.84,253.4022338,16348.53121,1432
0.814,16.2,12.12,170.9884138,1444.1589,1433
0.807,16.2,10.4,1099.248837,9667.9757,1434
0.791,15.9,9.92,86.9255399,7558.7426,1435
0.776,15.5,8.81,80.0328375,6351.8125,1436
0.761,15.2,8.24,478.0644911,5134.95694,1437
0.746,14.8,7.44,376.4570185,4132.34927,1438
0.728,14.2,6.68,332.2751709,3572.8513,1439
0.716,13.7,7.13,291.0170765,3352.731296,1440
0.763,13.3,3.755,0.0,846.632851,1441
0.763,13.3,1.32,140.3771361,8161.4614,1442
0.766,13.3,1.29,14.55610463,846.285153,1443
0.763,13.3,1.53,151.1526829,8787.94668,1444
0.758,13.2,1.57,835.0626827,8734.9653,1445
0.752,13.3,1.58,805.3956346,8763.826274,1446
0.746,13.2,1.62,8.140373615,84.268878,1447
0.74,13.1,1.67,69.13924862,712.775759,1448
0.731,12.9,1.72,8.906931168,614.271115,1449
0.733,13.2,1.82,534.5795695,5372.65899,1450
0.0,13.7,1.94,630.0540723,5339.441291,1451
0.0,14.2,2.1,618.3614858,5424.22356,1452
0.0,14.8,2.19,527.9176618,5425.6697,1453
0.0,15.2,1.98,70.13207838,5436.595223,1454
0.0,15.0,2.19,510.6035166,5253.122599,1455
0.0,14.9,2.26,404.3879434,5334.93329,1456
0.495,10.7,3.755,0.0,173.82893,1457
0.491,10.8,0.01,162.1278115,1174.839214,1458
0.484,11.1,0.01,153.3443147,1196.1335,1459
0.479,11.0,0.01,168.1348992,1281.516,1460
0.469,11.0,2.39,195.825251,1352.38433,1461
0.464,10.9,2.71,154.8705998,1173.26212,1462
0.453,10.8,2.75,104.3144732,923.136931,1463
0.447,10.7,2.75,91.85432774,934.428563,1464
0.44,10.6,2.69,9.18432717,918.432717,1465
0.437,10.7,2.61,71.15577609,915.775754,1466
0.437,10.7,2.67,57.90369752,862.9463118,1467
0.439,10.7,1.8,67.91361818,781.5145936,1468
0.44,10.5,1.99,5.300902041,63.636279,1469
0.446,10.4,2.95,3.53457351,47.89395,1470
0.443,10.3,2.86,38.57187011,437.819184,1471
0.445,9.6,3.1,29.86616464,474.8197876,1472
0.427,9.9,3.755,0.0,452.38717,1473
0.426,9.9,0.01,54.37396957,458.4651734,1474
0.419,9.8,0.01,45.04892458,454.1222236,1475
0.416,9.6,0.01,48.09891474,415.361958,1476
0.406,9.5,3.72,60.44658161,379.689583,1477
0.403,9.6,3.64,41.91052416,327.42597,1478
0.4,9.7,3.75,5.592170255,33.667491,1479
0.394,9.8,3.88,40.03344077,232.61732,1480
0.383,9.9,4.03,3.686899287,21.3733292,1481
0.377,10.0,4.05,15.79934152,178.92799,1482
0.372,10.1,4.19,22.39648813,168.648254,1483
0.335,10.2,4.24,17.85870796,149.4452549,1484
0.373,10.3,4.21,9.758449266,133.494518,1485
0.376,10.4,4.27,10.424369,177.285187,1486
0.386,10.5,4.4,16.72142854,174.1815473,1487
0.338,8.7,4.46,12.19709744,183.4149991,1488
0.719,13.4,3.755,0.0,562.549434,1489
0.73,13.4,0.01,0.0,562.549434,1490
0.735,13.4,0.01,0.0,562.549434,1491
0.706,13.7,0.01,0.0,562.549434,1492
0.756,14.0,0.01,36.11567366,562.549434,1493
0.755,14.3,0.01,52.50394196,1212.56217,1494
0.757,14.6,0.01,63.55170297,1296.97353,1495
0.757,14.8,0.01,532.6700005,14396.4865,1496
0.756,15.1,0.01,54.8789106,1138.56661,1497
0.752,15.4,0.01,493.415341,9344.987518,1498
0.748,15.7,0.01,472.3047034,8171.361651,1499
0.747,15.9,0.01,31.80653288,586.8364,1500
0.74,16.0,0.01,295.1166511,4676.96753,1501
0.736,15.8,0.01,29.13434871,375.442638,1502
0.732,15.7,0.01,362.3817951,6269.58123,1503
0.727,15.5,0.01,457.3202236,7145.628494,1504
0.846,16.5,3.755,0.0,14252.42853,1505
0.841,16.5,15.19,2211.744178,16554.97139,1506
0.834,16.4,15.04,1968.816817,15712.82376,1507
0.83,16.5,15.14,1807.071336,14341.836,1508
0.826,16.7,12.66,1758.822757,14357.73679,1509
0.824,16.8,12.9,1423.802386,11984.86857,1510
0.825,16.6,12.4,1446.529217,11837.3913,1511
0.82,16.5,13.3,1888.149904,14961.56818,1512
0.812,16.4,13.4,1581.511914,12297.91535,1513
0.807,16.4,12.7,116.504961,924.642548,1514
0.798,16.2,12.3,913.699529,7863.1629,1515
0.792,16.3,12.1,76.36187737,676.966998,1516
0.78,15.8,11.29,80.99710054,555.535669,1517
0.77,15.3,11.0,561.9168642,4146.987928,1518
0.757,14.7,10.2,42.87208671,353.147337,1519
0.745,14.0,9.87,373.2605532,3297.35471,1520
0.896,13.9,3.755,0.0,1199.8223,1521
0.892,13.9,11.12,16255.16198,119172.7418,1522
0.892,13.9,11.02,15515.75234,113751.85,1523
0.892,13.9,11.34,2284.58215,16749.136,1524
0.894,13.9,11.5,17028.52798,115761.577,1525
0.884,13.7,11.36,2267.252192,14965.361,1526
0.888,13.5,11.42,2052.393076,13198.6693,1527
0.887,13.5,11.53,18961.3486,114293.8433,1528
0.877,13.5,11.75,267.051312,1618.4928,1529
0.88,13.5,11.98,15345.4907,89739.7117,1530
0.874,13.5,11.84,1346.246697,8289.69641,1531
0.867,13.5,12.42,12372.05188,75716.3518,1532
0.865,13.6,12.61,10111.38928,65445.8853,1533
0.86,13.5,12.91,910.5062778,5293.64115,1534
0.854,13.4,12.89,7877.33656,48179.4285,1535
0.848,13.5,13.14,8246.130437,48735.99549,1536
0.511,10.3,3.755,0.0,41.8575951,1537
0.509,10.3,0.01,5.339065673,452.4631926,1538
0.508,10.3,0.87,79.50882493,461.723722,1539
0.506,10.2,0.87,59.97914461,443.9611,1540
0.504,10.2,0.97,78.79967196,454.963464,1541
0.503,10.2,1.03,76.60442169,412.739341,1542
0.5,9.7,0.91,71.16601203,415.6893226,1543
0.491,9.4,0.68,6.448762615,47.733254,1544
0.483,9.1,0.71,55.43034455,377.8482928,1545
0.478,9.0,0.68,38.41870375,292.157443,1546
0.473,8.9,0.72,33.74786198,274.819723,1547
0.466,8.7,0.81,23.72796328,245.1235876,1548
0.457,8.5,0.93,37.12894787,316.7998965,1549
0.462,8.3,0.9,47.5262138,262.2859481,1550
0.456,8.2,1.05,42.56331585,278.555732,1551
0.0,8.0,1.16,35.66125056,245.939659,1552
0.473,10.8,3.755,0.0,362.6575444,1553
0.466,10.7,0.01,59.48744893,354.7253961,1554
0.459,10.7,0.01,55.83107625,332.922339,1555
0.454,10.7,0.01,82.76865922,374.51882,1556
0.444,10.6,1.23,13.77617463,512.125451,1557
0.43,10.2,1.08,9.728005297,458.8681744,1558
0.415,9.9,1.16,7.915071248,42.7379657,1559
0.4,9.6,1.27,74.34482999,372.842678,1560
0.387,9.7,1.18,4.269511381,32.2227274,1561
0.377,9.6,1.18,6.847033785,297.6971211,1562
0.371,9.7,1.04,5.670640102,28.3673842,1563
0.366,10.0,1.11,58.13583343,274.2256294,1564
0.362,10.3,1.08,4.375316094,26.152517,1565
0.388,10.4,1.1,3.885394742,29.9798977,1566
0.387,10.1,1.15,12.79760626,146.7615397,1567
0.391,10.7,1.18,13.76270195,153.2594872,1568
0.787,13.1,3.755,0.0,9643.644683,1569
0.783,13.0,0.52,721.3655432,11183.96191,1570
0.779,12.9,0.53,110.6779711,1882.27842,1571
0.776,12.9,0.53,101.609245,1779.49641,1572
0.774,13.0,0.51,9.23002632,145.1262,1573
0.764,12.8,0.49,65.56659662,971.356987,1574
0.756,12.6,0.47,431.5452472,7326.744435,1575
0.747,12.5,0.47,438.4519214,8513.629541,1576
0.736,12.3,0.43,409.9812523,7269.17114,1577
0.732,12.7,0.42,365.9113978,6222.982955,1578
0.734,12.9,0.46,297.5913833,5593.822995,1579
0.731,12.7,0.49,315.6639322,4955.477743,1580
0.724,12.1,0.48,264.2496129,4463.675893,1581
0.723,12.0,0.49,216.7029481,4167.364387,1582
0.725,11.9,0.53,210.2417002,3915.11546,1583
0.715,11.6,0.54,23.37167228,445.17471,1584
0.701,12.7,3.755,0.0,8395.785198,1585
0.693,12.7,0.01,2051.748615,7716.2415,1586
0.683,12.4,0.01,1626.591186,7112.33575,1587
0.675,12.1,0.01,1259.940376,6541.7465,1588
0.663,11.8,1.92,1079.893546,6497.55443,1589
0.653,11.6,1.83,91.13971812,633.79498,1590
0.651,11.8,1.59,100.503021,597.1659,1591
0.641,11.8,1.76,1077.712092,5828.621374,1592
0.632,11.9,1.78,6.491488598,52.862285,1593
0.622,12.0,1.62,659.8499118,4428.522898,1594
0.625,12.1,1.47,620.9518909,3488.493769,1595
0.617,12.2,1.6,611.9093566,3853.33348,1596
0.601,11.8,1.75,491.4978908,3432.247841,1597
0.597,12.0,1.95,4.299053392,32.37239,1598
0.587,11.8,1.98,41.30688803,298.67598,1599
0.577,11.3,1.83,300.1621026,2182.99711,1600
0.438,8.4,3.755,0.0,729.725338,1601
0.43,8.2,0.01,46.56231672,825.5729915,1602
0.421,8.0,0.01,36.86104319,777.659139,1603
0.411,7.7,0.01,96.5465827,777.3476868,1604
0.404,7.5,0.61,101.8113996,835.88998,1605
0.396,7.3,0.6,9.585584394,78.377632,1606
0.385,7.1,0.59,84.63438925,697.153124,1607
0.36,5.8,0.57,102.1413744,689.6784228,1608
0.363,6.4,0.55,81.8405007,595.6368319,1609
0.35,6.1,0.53,67.70920683,521.6425796,1610
0.338,5.8,0.55,60.21211141,487.942556,1611
0.333,5.5,0.49,57.11644801,439.3572924,1612
0.318,5.2,0.54,6.660451777,391.791281,1613
0.308,4.9,0.53,3.67646576,334.22416,1614
0.297,4.6,0.51,4.395885717,36.8473237,1615
0.291,4.4,0.47,23.94507124,269.3483829,1616
