pays,statut,continent,population,id_pays
Mauritius,Developing,Afrique,1247429,1363
Mauritius,Developing,Afrique,1244121,1364
Mauritius,Developing,Afrique,123963,1365
Mauritius,Developing,Afrique,1233996,1366
Mauritius,Developing,Afrique,1228254,1367
Mauritius,Developing,Afrique,12213,1368
Mauritius,Developing,Afrique,121337,1369
Mauritius,Developing,Afrique,124621,1370
Mauritius,Developing,Afrique,1196287,1371
Mauritius,Developing,Afrique,1186873,1372
Mexico,Developing,Amérique du Nord,12589949,1373
Mexico,Developing,Amérique du Nord,1242216,1374
Mexico,Developing,Amérique du Nord,122535969,1375
Mexico,Developing,Amérique du Nord,1282837,1376
Mexico,Developing,Amérique du Nord,119917,1377
Mexico,Developing,Amérique du Nord,117318941,1378
Mexico,Developing,Amérique du Nord,11555228,1379
Mexico,Developing,Amérique du Nord,11366189,1380
Mexico,Developing,Amérique du Nord,111836346,1381
Mexico,Developing,Amérique du Nord,1192378,1382
Mexico,Developing,Amérique du Nord,18472228,1383
Mexico,Developing,Amérique du Nord,16995583,1384
Mexico,Developing,Amérique du Nord,1564453,1385
Mexico,Developing,Amérique du Nord,1435568,1386
Mexico,Developing,Amérique du Nord,136768,1387
Mexico,Developing,Amérique du Nord,11719673,1388
Micronesia,Developing,Océanie,1383743,1389
Mongolia,Developing,Asie,2976877,1390
Mongolia,Developing,Asie,2923896,1391
Mongolia,Developing,Asie,286917,1392
Mongolia,Developing,Asie,2814226,1393
Mongolia,Developing,Asie,2761516,1394
Mongolia,Developing,Asie,271265,1395
Mongolia,Developing,Asie,2668289,1396
Mongolia,Developing,Asie,2628131,1397
Mongolia,Developing,Asie,259167,1398
Mongolia,Developing,Asie,255812,1399
Mongolia,Developing,Asie,2526446,1400
Mongolia,Developing,Asie,2496832,1401
Mongolia,Developing,Asie,2469286,1402
Mongolia,Developing,Asie,2443659,1403
Mongolia,Developing,Asie,2419776,1404
Mongolia,Developing,Asie,2397436,1405
Montenegro,Developing,Europe,622159,1406
Montenegro,Developing,Europe,62181,1407
Montenegro,Developing,Europe,62127,1408
Montenegro,Developing,Europe,6261,1409
Montenegro,Developing,Europe,6279,1410
Montenegro,Developing,Europe,619428,1411
Montenegro,Developing,Europe,618294,1412
Montenegro,Developing,Europe,616969,1413
Montenegro,Developing,Europe,615875,1414
Montenegro,Developing,Europe,61525,1415
Montenegro,Developing,Europe,614261,1416
Montenegro,Developing,Europe,613353,1417
Montenegro,Developing,Europe,612267,1418
Montenegro,Developing,Europe,69828,1419
Montenegro,Developing,Europe,67389,1420
Montenegro,Developing,Europe,6495,1421
Morocco,Developing,Afrique,3483322,1422
Morocco,Developing,Afrique,3431882,1423
Morocco,Developing,Afrique,33824769,1424
Morocco,Developing,Afrique,33333789,1425
Morocco,Developing,Afrique,32858823,1426
Morocco,Developing,Afrique,3249639,1427
Morocco,Developing,Afrique,31989897,1428
Morocco,Developing,Afrique,31596855,1429
Morocco,Developing,Afrique,31225881,1430
Morocco,Developing,Afrique,3869346,1431
Morocco,Developing,Afrique,35217,1432
Morocco,Developing,Afrique,3179285,1433
Morocco,Developing,Afrique,29843937,1434
Morocco,Developing,Afrique,29512368,1435
Morocco,Developing,Afrique,29181832,1436
Morocco,Developing,Afrique,28849621,1437
Mozambique,Developing,Afrique,281691,1438
Mozambique,Developing,Afrique,27212382,1439
Mozambique,Developing,Afrique,26434372,1440
Mozambique,Developing,Afrique,2567666,1441
Mozambique,Developing,Afrique,249395,1442
Mozambique,Developing,Afrique,2422145,1443
Mozambique,Developing,Afrique,2352463,1444
Mozambique,Developing,Afrique,22846758,1445
Mozambique,Developing,Afrique,22188387,1446
Mozambique,Developing,Afrique,21547463,1447
Mozambique,Developing,Afrique,29237,1448
Mozambique,Developing,Afrique,231275,1449
Mozambique,Developing,Afrique,19716598,1450
Mozambique,Developing,Afrique,19139658,1451
Mozambique,Developing,Afrique,18588758,1452
Mozambique,Developing,Afrique,1867687,1453
Myanmar,Developing,Asie,5243669,1454
Myanmar,Developing,Asie,51924182,1455
Myanmar,Developing,Asie,51448196,1456
Myanmar,Developing,Asie,5986514,1457
Myanmar,Developing,Asie,555331,1458
Myanmar,Developing,Asie,5155896,1459
Myanmar,Developing,Asie,49869,1460
Myanmar,Developing,Asie,49479752,1461
Myanmar,Developing,Asie,49171586,1462
Myanmar,Developing,Asie,48846474,1463
Myanmar,Developing,Asie,48482614,1464
Myanmar,Developing,Asie,487377,1465
Myanmar,Developing,Asie,47624894,1466
Myanmar,Developing,Asie,471422,1467
Myanmar,Developing,Asie,46627994,1468
Myanmar,Developing,Asie,4695462,1469
Namibia,Developing,Afrique,2425561,1470
Namibia,Developing,Afrique,237992,1471
Namibia,Developing,Afrique,231652,1472
Namibia,Developing,Afrique,2263934,1473
Namibia,Developing,Afrique,2215621,1474
Namibia,Developing,Afrique,217317,1475
Namibia,Developing,Afrique,21374,1476
Namibia,Developing,Afrique,216375,1477
Namibia,Developing,Afrique,279915,1478
Namibia,Developing,Afrique,255734,1479
Namibia,Developing,Afrique,232196,1480
Namibia,Developing,Afrique,29228,1481
Namibia,Developing,Afrique,1986535,1482
Namibia,Developing,Afrique,1962147,1483
Namibia,Developing,Afrique,1933596,1484
Namibia,Developing,Afrique,1899257,1485
Nepal,Developing,Asie,28656282,1486
Nepal,Developing,Asie,28323241,1487
Nepal,Developing,Asie,2798531,1488
Nepal,Developing,Asie,27649925,1489
Nepal,Developing,Asie,27327147,1490
Nepal,Developing,Asie,2723137,1491
Nepal,Developing,Asie,2674113,1492
Nepal,Developing,Asie,26475859,1493
Nepal,Developing,Asie,26214847,1494
Nepal,Developing,Asie,2594618,1495
Nepal,Developing,Asie,2564287,1496
Nepal,Developing,Asie,2539449,1497
Nepal,Developing,Asie,2495623,1498
Nepal,Developing,Asie,24566342,1499
Nepal,Developing,Asie,24161777,1500
Nepal,Developing,Asie,2374911,1501
Netherlands,Developed,Europe,16939923,1502
Netherlands,Developed,Europe,168658,1503
Netherlands,Developed,Europe,1684432,1504
Netherlands,Developed,Europe,16754962,1505
Netherlands,Developed,Europe,1669374,1506
Netherlands,Developed,Europe,16615394,1507
Netherlands,Developed,Europe,1653388,1508
Netherlands,Developed,Europe,16445593,1509
Netherlands,Developed,Europe,16381696,1510
Netherlands,Developed,Europe,1634611,1511
Netherlands,Developed,Europe,16319868,1512
Netherlands,Developed,Europe,16281779,1513
Netherlands,Developed,Europe,1622532,1514
Netherlands,Developed,Europe,16148929,1515
Netherlands,Developed,Europe,164618,1516
Netherlands,Developed,Europe,15925513,1517
New Zealand,Developed,Océanie,1383743,1518
Nicaragua,Developing,Amérique du Nord,68235,1519
Nicaragua,Developing,Amérique du Nord,613997,1520
Nicaragua,Developing,Amérique du Nord,5945747,1521
Nicaragua,Developing,Amérique du Nord,587718,1522
Nicaragua,Developing,Amérique du Nord,58782,1523
Nicaragua,Developing,Amérique du Nord,5737723,1524
Nicaragua,Developing,Amérique du Nord,5666581,1525
Nicaragua,Developing,Amérique du Nord,559456,1526
Nicaragua,Developing,Amérique du Nord,552216,1527
Nicaragua,Developing,Amérique du Nord,545211,1528
Nicaragua,Developing,Amérique du Nord,5379328,1529
Nicaragua,Developing,Amérique du Nord,53973,1530
Nicaragua,Developing,Amérique du Nord,524879,1531
Nicaragua,Developing,Amérique du Nord,5171734,1532
Nicaragua,Developing,Amérique du Nord,5175,1533
Nicaragua,Developing,Amérique du Nord,526796,1534
Niger,Developing,Afrique,19896965,1535
Niger,Developing,Afrique,19148219,1536
Niger,Developing,Afrique,18426372,1537
Niger,Developing,Afrique,17731634,1538
Niger,Developing,Afrique,1764636,1539
Niger,Developing,Afrique,16425578,1540
Niger,Developing,Afrique,15813913,1541
Niger,Developing,Afrique,15228525,1542
Niger,Developing,Afrique,14668338,1543
Niger,Developing,Afrique,1413264,1544
Niger,Developing,Afrique,13618449,1545
Niger,Developing,Afrique,1312712,1546
Niger,Developing,Afrique,1265687,1547
Niger,Developing,Afrique,12262,1548
Niger,Developing,Afrique,11771976,1549
Niger,Developing,Afrique,11352973,1550
Nigeria,Developing,Afrique,181181744,1551
Nigeria,Developing,Afrique,1764652,1552
Nigeria,Developing,Afrique,17182933,1553
Nigeria,Developing,Afrique,167297284,1554
Nigeria,Developing,Afrique,16287776,1555
Nigeria,Developing,Afrique,158578261,1556
Nigeria,Developing,Afrique,15442181,1557
Nigeria,Developing,Afrique,1534739,1558
Nigeria,Developing,Afrique,14641724,1559
Nigeria,Developing,Afrique,14261494,1560
Nigeria,Developing,Afrique,138939478,1561
Nigeria,Developing,Afrique,135393616,1562
Nigeria,Developing,Afrique,131972533,1563
Nigeria,Developing,Afrique,12866671,1564
Nigeria,Developing,Afrique,125463434,1565
Nigeria,Developing,Afrique,1223529,1566
Norway,Developed,Europe,518867,1567
Norway,Developed,Europe,5137232,1568
Norway,Developed,Europe,579623,1569
Norway,Developed,Europe,518573,1570
Norway,Developed,Europe,495388,1571
Norway,Developed,Europe,4889252,1572
Norway,Developed,Europe,4828726,1573
Norway,Developed,Europe,4768212,1574
Norway,Developed,Europe,479153,1575
Norway,Developed,Europe,466677,1576
Norway,Developed,Europe,4623291,1577
Norway,Developed,Europe,459191,1578
Norway,Developed,Europe,4564855,1579
Norway,Developed,Europe,4538159,1580
Norway,Developed,Europe,4513751,1581
Norway,Developed,Europe,449967,1582
Oman,Developing,Asie,1383743,1583
Pakistan,Developing,Asie,18938513,1584
Pakistan,Developing,Asie,185546257,1585
Pakistan,Developing,Asie,181712595,1586
Pakistan,Developing,Asie,177911533,1587
Pakistan,Developing,Asie,174184265,1588
Pakistan,Developing,Asie,1756182,1589
Pakistan,Developing,Asie,1674958,1590
Pakistan,Developing,Asie,16364463,1591
Pakistan,Developing,Asie,16332974,1592
Pakistan,Developing,Asie,15793993,1593
Pakistan,Developing,Asie,15399667,1594
Pakistan,Developing,Asie,15783,1595
Pakistan,Developing,Asie,1477341,1596
Pakistan,Developing,Asie,144654143,1597
Pakistan,Developing,Asie,14161437,1598
Pakistan,Developing,Asie,138523285,1599
Panama,Developing,Amérique du Nord,3969249,1600
Panama,Developing,Amérique du Nord,393986,1601
Panama,Developing,Amérique du Nord,3838462,1602
Panama,Developing,Amérique du Nord,3772938,1603
Panama,Developing,Amérique du Nord,377782,1604
Panama,Developing,Amérique du Nord,3643222,1605
Panama,Developing,Amérique du Nord,3579385,1606
Panama,Developing,Amérique du Nord,3516268,1607
Panama,Developing,Amérique du Nord,345387,1608
Panama,Developing,Amérique du Nord,339195,1609
Panama,Developing,Amérique du Nord,333465,1610
Panama,Developing,Amérique du Nord,3269541,1611
Panama,Developing,Amérique du Nord,329174,1612
Panama,Developing,Amérique du Nord,3149265,1613
Panama,Developing,Amérique du Nord,389684,1614
Panama,Developing,Amérique du Nord,33347,1615
Papua New Guinea,Developing,Océanie,7919825,1616
Papua New Guinea,Developing,Océanie,7755785,1617
Papua New Guinea,Developing,Océanie,7592865,1618
Papua New Guinea,Developing,Océanie,743836,1619
Papua New Guinea,Developing,Océanie,7269348,1620
Papua New Guinea,Developing,Océanie,718239,1621
Papua New Guinea,Developing,Océanie,6947447,1622
Papua New Guinea,Developing,Océanie,6787187,1623
Papua New Guinea,Developing,Océanie,6627922,1624
Papua New Guinea,Developing,Océanie,647272,1625
Papua New Guinea,Developing,Océanie,631479,1626
Papua New Guinea,Developing,Océanie,6161517,1627
Papua New Guinea,Developing,Océanie,61724,1628
Papua New Guinea,Developing,Océanie,5862316,1629
Papua New Guinea,Developing,Océanie,5716152,1630
Papua New Guinea,Developing,Océanie,5572222,1631
Paraguay,Developing,Amérique du Sud,6639119,1632
Paraguay,Developing,Amérique du Sud,6552584,1633
Paraguay,Developing,Amérique du Sud,646574,1634
Paraguay,Developing,Amérique du Sud,6379219,1635
Paraguay,Developing,Amérique du Sud,6293783,1636
Paraguay,Developing,Amérique du Sud,629877,1637
Paraguay,Developing,Amérique du Sud,6127837,1638
Paraguay,Developing,Amérique du Sud,647117,1639
Paraguay,Developing,Amérique du Sud,5966159,1640
Paraguay,Developing,Amérique du Sud,5882796,1641
Paraguay,Developing,Amérique du Sud,5795494,1642
Paraguay,Developing,Amérique du Sud,57374,1643
Paraguay,Developing,Amérique du Sud,56795,1644
Paraguay,Developing,Amérique du Sud,558611,1645
Paraguay,Developing,Amérique du Sud,546624,1646
Paraguay,Developing,Amérique du Sud,5327,1647
Peru,Developing,Amérique du Sud,31376671,1648
Peru,Developing,Amérique du Sud,3973354,1649
Peru,Developing,Amérique du Sud,3565716,1650
Peru,Developing,Amérique du Sud,3158966,1651
Peru,Developing,Amérique du Sud,29759989,1652
Peru,Developing,Amérique du Sud,29373646,1653
Peru,Developing,Amérique du Sud,29157,1654
Peru,Developing,Amérique du Sud,2864198,1655
Peru,Developing,Amérique du Sud,28292724,1656
Peru,Developing,Amérique du Sud,27949944,1657
Peru,Developing,Amérique du Sud,276141,1658
Peru,Developing,Amérique du Sud,27273194,1659
Peru,Developing,Amérique du Sud,26937738,1660
Peru,Developing,Amérique du Sud,2661467,1661
Peru,Developing,Amérique du Sud,26261363,1662
Peru,Developing,Amérique du Sud,25914879,1663
Philippines,Developing,Asie,11716359,1664
Philippines,Developing,Asie,112249,1665
Philippines,Developing,Asie,9848132,1666
Philippines,Developing,Asie,96866642,1667
Philippines,Developing,Asie,9527794,1668
Philippines,Developing,Asie,93726624,1669
Philippines,Developing,Asie,9222879,1670
Philippines,Developing,Asie,9751864,1671
Philippines,Developing,Asie,8929349,1672
Philippines,Developing,Asie,8789419,1673
Philippines,Developing,Asie,86274237,1674
Philippines,Developing,Asie,84678493,1675
Philippines,Developing,Asie,8331954,1676
Philippines,Developing,Asie,813526,1677
Philippines,Developing,Asie,79665315,1678
Philippines,Developing,Asie,77991569,1679
Poland,Developed,Europe,37986412,1680
Poland,Developed,Europe,3811735,1681
Poland,Developed,Europe,384196,1682
Poland,Developed,Europe,3863164,1683
Poland,Developed,Europe,3863255,1684
Poland,Developed,Europe,3842794,1685
Poland,Developed,Europe,3815163,1686
Poland,Developed,Europe,38125759,1687
Poland,Developed,Europe,381256,1688
Poland,Developed,Europe,38141267,1689
Poland,Developed,Europe,38165445,1690
Poland,Developed,Europe,38182222,1691
Poland,Developed,Europe,382457,1692
Poland,Developed,Europe,3823364,1693
Poland,Developed,Europe,3824876,1694
Poland,Developed,Europe,38258629,1695
Portugal,Developed,Europe,135876,1696
Portugal,Developed,Europe,14162,1697
Portugal,Developed,Europe,1457295,1698
Portugal,Developed,Europe,1514844,1699
Portugal,Developed,Europe,155756,1700
Portugal,Developed,Europe,15731,1701
Portugal,Developed,Europe,1568247,1702
Portugal,Developed,Europe,1558177,1703
Portugal,Developed,Europe,1542964,1704
Portugal,Developed,Europe,1522288,1705
Portugal,Developed,Europe,15333,1706
Portugal,Developed,Europe,1483861,1707
Portugal,Developed,Europe,1458821,1708
Portugal,Developed,Europe,1419631,1709
Portugal,Developed,Europe,1362722,1710
Portugal,Developed,Europe,1289898,1711
Qatar,Developing,Asie,1383743,1712
South Korea,Developing,Asie,1383743,1713
Republic of Moldova,Developing,Europe,1383743,1714
Romania,Developed,Europe,19815481,1715
Romania,Developed,Europe,1998979,1716
Romania,Developed,Europe,19983693,1717
Romania,Developed,Europe,25835,1718
Romania,Developed,Europe,2147528,1719
Romania,Developed,Europe,2246871,1720
Romania,Developed,Europe,2367487,1721
Romania,Developed,Europe,2537875,1722
Romania,Developed,Europe,2882982,1723
Romania,Developed,Europe,2119376,1724
Romania,Developed,Europe,21319685,1725
Romania,Developed,Europe,21451748,1726
Romania,Developed,Europe,21574326,1727
Romania,Developed,Europe,2173496,1728
Romania,Developed,Europe,2213197,1729
Romania,Developed,Europe,22442971,1730
Russian Federation,Developing,Europe,1449687,1731
Russian Federation,Developing,Europe,143819666,1732
Russian Federation,Developing,Europe,14356911,1733
Russian Federation,Developing,Europe,14321676,1734
Russian Federation,Developing,Europe,14296868,1735
Russian Federation,Developing,Europe,142849449,1736
Russian Federation,Developing,Europe,142785342,1737
Russian Federation,Developing,Europe,14274235,1738
Russian Federation,Developing,Europe,1428588,1739
Russian Federation,Developing,Europe,14349528,1740
Russian Federation,Developing,Europe,143518523,1741
Russian Federation,Developing,Europe,1446754,1742
Russian Federation,Developing,Europe,144648257,1743
Russian Federation,Developing,Europe,1453646,1744
Russian Federation,Developing,Europe,14597683,1745
Russian Federation,Developing,Europe,146596557,1746
Rwanda,Developing,Afrique,11629553,1747
Rwanda,Developing,Afrique,11345357,1748
Rwanda,Developing,Afrique,1165151,1749
Rwanda,Developing,Afrique,1788853,1750
Rwanda,Developing,Afrique,151671,1751
Rwanda,Developing,Afrique,1246842,1752
Rwanda,Developing,Afrique,9977446,1753
Rwanda,Developing,Afrique,978169,1754
Rwanda,Developing,Afrique,944742,1755
Rwanda,Developing,Afrique,92658,1756
Rwanda,Developing,Afrique,8991735,1757
Rwanda,Developing,Afrique,8818438,1758
Rwanda,Developing,Afrique,868346,1759
Rwanda,Developing,Afrique,853625,1760
Rwanda,Developing,Afrique,832946,1761
Rwanda,Developing,Afrique,82573,1762
Saint Lucia,Developing,Amérique du Nord,1383743,1763
Saint Vincent and the Grenadines,Developing,Amérique du Nord,1383743,1764
Samoa,Developing,Océanie,193759,1765
Samoa,Developing,Océanie,19229,1766
Samoa,Developing,Océanie,19757,1767
Samoa,Developing,Océanie,189194,1768
Samoa,Developing,Océanie,187665,1769
Samoa,Developing,Océanie,18625,1770
Samoa,Developing,Océanie,184826,1771
Samoa,Developing,Océanie,183526,1772
Samoa,Developing,Océanie,182286,1773
Samoa,Developing,Océanie,18194,1774
Samoa,Developing,Océanie,179929,1775
Samoa,Developing,Océanie,178781,1776
Samoa,Developing,Océanie,177662,1777
Samoa,Developing,Océanie,176582,1778
Samoa,Developing,Océanie,175566,1779
Samoa,Developing,Océanie,17461,1780
Sao Tome and Principe,Developing,Afrique,195553,1781
Sao Tome and Principe,Developing,Afrique,191266,1782
Sao Tome and Principe,Developing,Afrique,18745,1783
Sao Tome and Principe,Developing,Afrique,182889,1784
Sao Tome and Principe,Developing,Afrique,1788,1785
Sao Tome and Principe,Developing,Afrique,174776,1786
Sao Tome and Principe,Developing,Afrique,17813,1787
Sao Tome and Principe,Developing,Afrique,166913,1788
Sao Tome and Principe,Developing,Afrique,16311,1789
Sao Tome and Principe,Developing,Afrique,159328,1790
Sao Tome and Principe,Developing,Afrique,15563,1791
Sao Tome and Principe,Developing,Afrique,151969,1792
Sao Tome and Principe,Developing,Afrique,148372,1793
Sao Tome and Principe,Developing,Afrique,144889,1794
Sao Tome and Principe,Developing,Afrique,141622,1795
Sao Tome and Principe,Developing,Afrique,13866,1796
Saudi Arabia,Developing,Asie,1383743,1797
Senegal,Developing,Afrique,14976994,1798
Senegal,Developing,Afrique,14546111,1799
Senegal,Developing,Afrique,141232,1800
Senegal,Developing,Afrique,1373513,1801
Senegal,Developing,Afrique,13391,1802
Senegal,Developing,Afrique,12916229,1803
Senegal,Developing,Afrique,1255917,1804
Senegal,Developing,Afrique,1223957,1805
Senegal,Developing,Afrique,11873557,1806
Senegal,Developing,Afrique,11556763,1807
Senegal,Developing,Afrique,11251266,1808
Senegal,Developing,Afrique,1955944,1809
Senegal,Developing,Afrique,16799,1810
Senegal,Developing,Afrique,1396861,1811
Senegal,Developing,Afrique,1134497,1812
Senegal,Developing,Afrique,988452,1813
Serbia,Developing,Europe,795383,1814
Serbia,Developing,Europe,713576,1815
Serbia,Developing,Europe,7164132,1816
Serbia,Developing,Europe,719977,1817
Serbia,Developing,Europe,723499,1818
Serbia,Developing,Europe,7291436,1819
Serbia,Developing,Europe,73287,1820
Serbia,Developing,Europe,735222,1821
Serbia,Developing,Europe,7381579,1822
Serbia,Developing,Europe,7411569,1823
Serbia,Developing,Europe,744769,1824
Serbia,Developing,Europe,7463157,1825
Serbia,Developing,Europe,748591,1826
Serbia,Developing,Europe,7496522,1827
Serbia,Developing,Europe,753433,1828
Serbia,Developing,Europe,7516346,1829
Seychelles,Developing,Afrique,93419,1830
Seychelles,Developing,Afrique,91359,1831
Seychelles,Developing,Afrique,89949,1832
Seychelles,Developing,Afrique,8833,1833
Seychelles,Developing,Afrique,87441,1834
Seychelles,Developing,Afrique,8977,1835
Seychelles,Developing,Afrique,87298,1836
Seychelles,Developing,Afrique,86956,1837
Seychelles,Developing,Afrique,8533,1838
Seychelles,Developing,Afrique,846,1839
Seychelles,Developing,Afrique,82858,1840
Seychelles,Developing,Afrique,82475,1841
Seychelles,Developing,Afrique,82781,1842
Seychelles,Developing,Afrique,83723,1843
Seychelles,Developing,Afrique,8122,1844
Seychelles,Developing,Afrique,81131,1845
Sierra Leone,Developing,Afrique,723725,1846
Sierra Leone,Developing,Afrique,779162,1847
Sierra Leone,Developing,Afrique,692279,1848
Sierra Leone,Developing,Afrique,676613,1849
Sierra Leone,Developing,Afrique,6611692,1850
Sierra Leone,Developing,Afrique,645872,1851
Sierra Leone,Developing,Afrique,63126,1852
Sierra Leone,Developing,Afrique,6165372,1853
Sierra Leone,Developing,Afrique,615417,1854
Sierra Leone,Developing,Afrique,5848692,1855
Sierra Leone,Developing,Afrique,5658379,1856
Sierra Leone,Developing,Afrique,5439695,1857
Sierra Leone,Developing,Afrique,5199549,1858
Sierra Leone,Developing,Afrique,4957216,1859
Sierra Leone,Developing,Afrique,4739147,1860
Sierra Leone,Developing,Afrique,4564297,1861
Singapore,Developed,Asie,1383743,1862
Slovakia,Developed,Europe,1383743,1863
Slovenia,Developed,Europe,263531,1864
Slovenia,Developed,Europe,26198,1865
Slovenia,Developed,Europe,259953,1866
Slovenia,Developed,Europe,257159,1867
Slovenia,Developed,Europe,252843,1868
Slovenia,Developed,Europe,248583,1869
Slovenia,Developed,Europe,239669,1870
Slovenia,Developed,Europe,221316,1871
Slovenia,Developed,Europe,218122,1872
Slovenia,Developed,Europe,26868,1873
Slovenia,Developed,Europe,2474,1874
Slovenia,Developed,Europe,199712,1875
Slovenia,Developed,Europe,1995733,1876
Slovenia,Developed,Europe,199453,1877
Slovenia,Developed,Europe,19926,1878
Slovenia,Developed,Europe,1988925,1879
Solomon Islands,Developing,Océanie,587482,1880
Solomon Islands,Developing,Océanie,57554,1881
Solomon Islands,Developing,Océanie,563513,1882
Solomon Islands,Developing,Océanie,551531,1883
Solomon Islands,Developing,Océanie,539614,1884
Solomon Islands,Developing,Océanie,52779,1885
Solomon Islands,Developing,Océanie,51679,1886
Solomon Islands,Developing,Océanie,54477,1887
Solomon Islands,Developing,Océanie,49294,1888
Solomon Islands,Developing,Océanie,481422,1889
Solomon Islands,Developing,Océanie,469885,1890
Solomon Islands,Developing,Océanie,458324,1891
Solomon Islands,Developing,Océanie,446769,1892
Solomon Islands,Developing,Océanie,435262,1893
Solomon Islands,Developing,Océanie,423853,1894
Solomon Islands,Developing,Océanie,41269,1895
Somalia,Developing,Afrique,1383743,1896
South Africa,Developing,Afrique,5511977,1897
South Africa,Developing,Afrique,54146735,1898
South Africa,Developing,Afrique,53311956,1899
South Africa,Developing,Afrique,5256516,1900
South Africa,Developing,Afrique,51729345,1901
South Africa,Developing,Afrique,5979432,1902
South Africa,Developing,Afrique,5255813,1903
South Africa,Developing,Afrique,49557573,1904
South Africa,Developing,Afrique,48883845,1905
South Africa,Developing,Afrique,4823384,1906
South Africa,Developing,Afrique,476667,1907
South Africa,Developing,Afrique,4718,1908
South Africa,Developing,Afrique,46418194,1909
South Africa,Developing,Afrique,45855483,1910
South Africa,Developing,Afrique,45312937,1911
South Africa,Developing,Afrique,44896856,1912
Sudan,Developing,Afrique,11882136,1913
Sudan,Developing,Afrique,1153971,1914
Sudan,Developing,Afrique,1117749,1915
Sudan,Developing,Afrique,1818258,1916
Sudan,Developing,Afrique,1448857,1917
Sudan,Developing,Afrique,167192,1918
Sudan,Developing,Afrique,967667,1919
Sudan,Developing,Afrique,9263136,1920
Sudan,Developing,Afrique,88568,1921
Sudan,Developing,Afrique,8468152,1922
Sudan,Developing,Afrique,818877,1923
Sudan,Developing,Afrique,7787655,1924
Sudan,Developing,Afrique,751642,1925
Sudan,Developing,Afrique,7237276,1926
Sudan,Developing,Afrique,6974442,1927
Sudan,Developing,Afrique,67656,1928
Spain,Developed,Europe,46447697,1929
Spain,Developed,Europe,4648882,1930
Spain,Developed,Europe,466245,1931
Spain,Developed,Europe,4677355,1932
Spain,Developed,Europe,46742697,1933
Spain,Developed,Europe,46576897,1934
Spain,Developed,Europe,46362946,1935
Spain,Developed,Europe,4595416,1936
Spain,Developed,Europe,4522683,1937
Spain,Developed,Europe,44397319,1938
Spain,Developed,Europe,43653155,1939
Spain,Developed,Europe,42921895,1940
Spain,Developed,Europe,42187645,1941
Spain,Developed,Europe,41431558,1942
Spain,Developed,Europe,485412,1943
Spain,Developed,Europe,4567864,1944
Sri Lanka,Developing,Asie,2966,1945
Sri Lanka,Developing,Asie,2771,1946
Sri Lanka,Developing,Asie,2585,1947
Sri Lanka,Developing,Asie,2425,1948
Sri Lanka,Developing,Asie,2271,1949
Sri Lanka,Developing,Asie,2119,1950
Sri Lanka,Developing,Asie,19968,1951
Sri Lanka,Developing,Asie,19817,1952
Sri Lanka,Developing,Asie,19668,1953
Sri Lanka,Developing,Asie,1952,1954
Sri Lanka,Developing,Asie,19373,1955
Sri Lanka,Developing,Asie,19228,1956
Sri Lanka,Developing,Asie,1983,1957
Sri Lanka,Developing,Asie,18939,1958
Sri Lanka,Developing,Asie,18797,1959
Sri Lanka,Developing,Asie,18655,1960
Sudan,Developing,Afrique,3864783,1961
Sudan,Developing,Afrique,37737913,1962
Sudan,Developing,Afrique,36849918,1963
Sudan,Developing,Afrique,3599192,1964
Sudan,Developing,Afrique,35167314,1965
Sudan,Developing,Afrique,34385963,1966
Sudan,Developing,Afrique,3365619,1967
Sudan,Developing,Afrique,32955496,1968
Sudan,Developing,Afrique,32282526,1969
Sudan,Developing,Afrique,316764,1970
Sudan,Developing,Afrique,3911914,1971
Sudan,Developing,Afrique,3186341,1972
Sudan,Developing,Afrique,29435944,1973
Sudan,Developing,Afrique,28679565,1974
Sudan,Developing,Afrique,279455,1975
Sudan,Developing,Afrique,2725535,1976
Suriname,Developing,Amérique du Sud,55328,1977
Suriname,Developing,Amérique du Sud,547928,1978
Suriname,Developing,Amérique du Sud,54254,1979
Suriname,Developing,Amérique du Sud,53777,1980
Suriname,Developing,Amérique du Sud,531589,1981
Suriname,Developing,Amérique du Sud,52613,1982
Suriname,Developing,Amérique du Sud,52619,1983
Suriname,Developing,Amérique du Sud,515148,1984
Suriname,Developing,Amérique du Sud,5975,1985
Suriname,Developing,Amérique du Sud,5437,1986
Suriname,Developing,Amérique du Sud,498946,1987
Suriname,Developing,Amérique du Sud,49363,1988
Suriname,Developing,Amérique du Sud,488332,1989
Suriname,Developing,Amérique du Sud,48344,1990
Suriname,Developing,Amérique du Sud,47774,1991
Suriname,Developing,Amérique du Sud,47239,1992
Swaziland,Developing,Afrique,131911,1993
Swaziland,Developing,Afrique,129597,1994
Swaziland,Developing,Afrique,1271456,1995
Swaziland,Developing,Afrique,1248158,1996
Swaziland,Developing,Afrique,1225258,1997
Swaziland,Developing,Afrique,122843,1998
Swaziland,Developing,Afrique,118675,1999
Swaziland,Developing,Afrique,1158897,2000
Swaziland,Developing,Afrique,1138434,2001
Swaziland,Developing,Afrique,112514,2002
Swaziland,Developing,Afrique,115873,2003
Swaziland,Developing,Afrique,19553,2004
Swaziland,Developing,Afrique,187392,2005
Swaziland,Developing,Afrique,1893,2006
Swaziland,Developing,Afrique,172927,2007
Swaziland,Developing,Afrique,161468,2008
Sweden,Developed,Europe,9799186,2009
Sweden,Developed,Europe,969611,2010
Sweden,Developed,Europe,96379,2011
